# LR rup_force class
4.145332875436407960e-09 5.069634931184400046e-10 1.000000000000000000e+00
3.708450229211684821e-09 4.457071849849448750e-10 1.000000000000000000e+00
4.022193268445950587e-09 4.890437076212706973e-10 1.000000000000000000e+00
4.047604131059098849e-09 4.926966991559633564e-10 1.000000000000000000e+00
8.838593288473893700e-10 1.338107011988047293e-10 3.000000000000000000e+00
6.996194969068159558e-10 1.288207146680474377e-10 2.000000000000000000e+00
3.286907782729431128e-09 3.919195092219714583e-10 1.000000000000000000e+00
1.020556465580654847e-09 1.684275767440313091e-10 2.000000000000000000e+00
4.244886624298182714e-09 5.218679810917914257e-10 1.000000000000000000e+00
1.065408867598802915e-09 1.737976319173661948e-10 2.000000000000000000e+00
4.197504256755592067e-09 5.147260869940844815e-10 1.000000000000000000e+00
3.961734197456648562e-09 4.804427972175530276e-10 1.000000000000000000e+00
3.818724419989628463e-09 4.605831968091822327e-10 1.000000000000000000e+00
3.897081753710067679e-09 4.713822272550625422e-10 1.000000000000000000e+00
4.140143468588351025e-09 5.061970361981291330e-10 1.000000000000000000e+00
4.250176185194080729e-09 5.226708114618234657e-10 1.000000000000000000e+00
9.802411136256466728e-10 1.635750438641140785e-10 2.000000000000000000e+00
3.887213603509331709e-09 4.700113946978042698e-10 1.000000000000000000e+00
7.910302064359830519e-10 1.403721418211491902e-10 2.000000000000000000e+00
4.012065007584797720e-09 4.875940361700037072e-10 1.000000000000000000e+00
1.129037556157776401e-09 1.811134104362088099e-10 2.000000000000000000e+00
1.105191645783278801e-09 1.569965465122571178e-10 3.000000000000000000e+00
3.722675110809655285e-09 4.476057106991089988e-10 1.000000000000000000e+00
3.732184852182505422e-09 4.488782444544942319e-10 1.000000000000000000e+00
4.400270335515552816e-09 5.459347790808691524e-10 1.000000000000000000e+00
1.083650438477889623e-09 1.549955443810412605e-10 3.000000000000000000e+00
4.218513266345803532e-09 5.178818042475925349e-10 1.000000000000000000e+00
1.275226701199292084e-09 1.745874642734021381e-10 3.000000000000000000e+00
9.111854974871872678e-10 1.551970788593929621e-10 2.000000000000000000e+00
4.282017279921177077e-09 5.275274503866025576e-10 1.000000000000000000e+00
1.148300876685774365e-09 1.833920186705494799e-10 2.000000000000000000e+00
1.100347609062317708e-09 1.564917449817665998e-10 3.000000000000000000e+00
1.213338739676321581e-09 1.682100754619539844e-10 3.000000000000000000e+00
3.921843696430683515e-09 4.748360465938585952e-10 1.000000000000000000e+00
4.098810832176200119e-09 5.001283059367096717e-10 1.000000000000000000e+00
1.146523888096296808e-09 1.831821719045670559e-10 2.000000000000000000e+00
8.977969011532773225e-10 1.535619262458165692e-10 2.000000000000000000e+00
7.948306242297489838e-10 1.408467781633552962e-10 2.000000000000000000e+00
4.229047697163346715e-09 5.194707031708249093e-10 1.000000000000000000e+00
3.887213603509331709e-09 4.700113946978042698e-10 1.000000000000000000e+00
3.941747261130176205e-09 4.776269048487776318e-10 1.000000000000000000e+00
3.784866767774174291e-09 4.559766583227350448e-10 1.000000000000000000e+00
3.971758870799025530e-09 4.818602249533998476e-10 1.000000000000000000e+00
4.109113490156259924e-09 5.016350756800868254e-10 1.000000000000000000e+00
8.617491732897516533e-10 1.491398394991977924e-10 2.000000000000000000e+00
3.756051848303516919e-09 4.520837855138295119e-10 1.000000000000000000e+00
1.134228150480638414e-09 1.817277323622481991e-10 2.000000000000000000e+00
1.067668564932138529e-09 1.740673943932846324e-10 2.000000000000000000e+00
4.001957409787951778e-09 4.861508911844139206e-10 1.000000000000000000e+00
1.075488110831130020e-09 1.750005597863833243e-10 2.000000000000000000e+00
1.202488568323777312e-09 1.670893843622338881e-10 3.000000000000000000e+00
1.028771300942917404e-09 1.492335096715863505e-10 3.000000000000000000e+00
1.186437789491409415e-09 1.654299309360602665e-10 3.000000000000000000e+00
8.277908388573820342e-10 1.277402397717459975e-10 3.000000000000000000e+00
9.442516601701412015e-10 1.592199170422620447e-10 2.000000000000000000e+00
1.068997584865871242e-09 1.742260214401575375e-10 2.000000000000000000e+00
3.823582318039841413e-09 4.612470531361463374e-10 1.000000000000000000e+00
4.083395094544570433e-09 4.978810222993204996e-10 1.000000000000000000e+00
9.451299995032487005e-10 1.593264666640512862e-10 2.000000000000000000e+00
4.027265138572783142e-09 4.897710030877089553e-10 1.000000000000000000e+00
4.098810832176200119e-09 5.001283059367096717e-10 1.000000000000000000e+00
3.500808035473142001e-09 4.186407450064140862e-10 1.000000000000000000e+00
1.100347609062317708e-09 1.564917449817665998e-10 3.000000000000000000e+00
8.533053883058922935e-10 1.480997385095344185e-10 2.000000000000000000e+00
1.144917934516437054e-09 1.611276282300373428e-10 3.000000000000000000e+00
9.243289844179343846e-10 1.567987060360238774e-10 2.000000000000000000e+00
4.324746954197829361e-09 5.341103915262468812e-10 1.000000000000000000e+00
4.098810832176200119e-09 5.001283059367096717e-10 1.000000000000000000e+00
4.319388661540705097e-09 5.332807181913333446e-10 1.000000000000000000e+00
1.107318377478471919e-09 1.785393002794791723e-10 2.000000000000000000e+00
9.805645631187496888e-10 1.636140745533748638e-10 2.000000000000000000e+00
9.498761639475069787e-10 1.599021215531691649e-10 2.000000000000000000e+00
4.234322374477796585e-09 5.202679327598866510e-10 1.000000000000000000e+00
1.186437789491409415e-09 1.654299309360602665e-10 3.000000000000000000e+00
4.083395094544570433e-09 4.978810222993204996e-10 1.000000000000000000e+00
9.621143406317087325e-10 1.613843146425616919e-10 2.000000000000000000e+00
1.082009331999034547e-09 1.757782209491014960e-10 2.000000000000000000e+00
3.429568967282505657e-09 4.096176985842351130e-10 1.000000000000000000e+00
3.064297927519400877e-10 7.396636996412172836e-11 2.000000000000000000e+00
7.936902974905601197e-10 1.407044436505929858e-10 2.000000000000000000e+00
1.304641837158643573e-09 1.776109260969598359e-10 3.000000000000000000e+00
3.746489173917991614e-09 4.507973993575426558e-10 1.000000000000000000e+00
3.684848101987711665e-09 4.425701138175371443e-10 1.000000000000000000e+00
1.391545856939638923e-09 1.865217822909866045e-10 3.000000000000000000e+00
3.941747261130176205e-09 4.776269048487776318e-10 1.000000000000000000e+00
4.001957409787951778e-09 4.861508911844139206e-10 1.000000000000000000e+00
1.156526306578902209e-09 1.843639914324263273e-10 2.000000000000000000e+00
1.068545686407905766e-09 1.741720870507545365e-10 2.000000000000000000e+00
3.902023682492701733e-09 4.720699263070105923e-10 1.000000000000000000e+00
3.882287386964451875e-09 4.693282522086784579e-10 1.000000000000000000e+00
8.721976946038456441e-10 1.504246594549977435e-10 2.000000000000000000e+00
5.248094958644001156e-10 1.057770515204695047e-10 2.000000000000000000e+00
4.255470695582742417e-09 5.234755204238579281e-10 1.000000000000000000e+00
4.335478116375686955e-09 5.357756331188924172e-10 1.000000000000000000e+00
4.109113490156259924e-09 5.016350756800868254e-10 1.000000000000000000e+00
4.088528568044991899e-09 4.986284076805889885e-10 1.000000000000000000e+00
3.951730319494871550e-09 4.790317030871253893e-10 1.000000000000000000e+00
3.887213603509331709e-09 4.700113946978042698e-10 1.000000000000000000e+00
8.078738089524112584e-10 1.424724669724868187e-10 2.000000000000000000e+00
1.002057663787710969e-09 1.662042493445498531e-10 2.000000000000000000e+00
1.229842205486190671e-09 1.699130986974871738e-10 3.000000000000000000e+00
3.425161526234624821e-09 4.090636264749713405e-10 1.000000000000000000e+00
1.044318816480102149e-09 1.712760678381899082e-10 2.000000000000000000e+00
1.037671481321498341e-09 1.501704906401140226e-10 3.000000000000000000e+00
3.946736186373440995e-09 4.783285193275474142e-10 1.000000000000000000e+00
1.144524964210776001e-09 1.829460778068565290e-10 2.000000000000000000e+00
3.966743936248095342e-09 4.811507170166962344e-10 1.000000000000000000e+00
1.359718168353591548e-09 1.832614616983208455e-10 3.000000000000000000e+00
1.444380980884403264e-09 1.919281605576834378e-10 3.000000000000000000e+00
1.034294365516818785e-09 1.700754401433563198e-10 2.000000000000000000e+00
4.250176185194080729e-09 5.226708114618234657e-10 1.000000000000000000e+00
4.234322374477796585e-09 5.202679327598866510e-10 1.000000000000000000e+00
1.064958363247888843e-09 1.530369990623514546e-10 3.000000000000000000e+00
1.155126272863343439e-09 1.621867864579361863e-10 3.000000000000000000e+00
3.789687745557261813e-09 4.566304301316437333e-10 1.000000000000000000e+00
4.103959614136863504e-09 5.008808292503362477e-10 1.000000000000000000e+00
4.057804481291712722e-09 4.941695258634481543e-10 1.000000000000000000e+00
1.073165338992704170e-09 1.747235017731543353e-10 2.000000000000000000e+00
1.304641837158643573e-09 1.776109260969598359e-10 3.000000000000000000e+00
9.514237177229963897e-10 1.600896805110483214e-10 2.000000000000000000e+00
8.118460048772137565e-10 1.429666727875926950e-10 2.000000000000000000e+00
6.608588886170275818e-10 1.238329173371678626e-10 2.000000000000000000e+00
4.114272455790628718e-09 5.023910504953307257e-10 1.000000000000000000e+00
7.253398159814671702e-10 1.320991310971307631e-10 2.000000000000000000e+00
8.552397973662410830e-10 1.307204998625398429e-10 3.000000000000000000e+00
4.001957409787951778e-09 4.861508911844139206e-10 1.000000000000000000e+00
4.171355666104468491e-09 5.108223743101355383e-10 1.000000000000000000e+00
1.310624587936866117e-09 1.782253481612593428e-10 3.000000000000000000e+00
3.902023682492701733e-09 4.720699263070105923e-10 1.000000000000000000e+00
8.838593288473893700e-10 1.338107011988047293e-10 3.000000000000000000e+00
1.235404972686739401e-09 1.704867184634038236e-10 3.000000000000000000e+00
1.021457190677317613e-09 1.685356822148383171e-10 2.000000000000000000e+00
4.129779845049191411e-09 5.046693982506415179e-10 1.000000000000000000e+00
3.398827882908393921e-09 4.057630627442115794e-10 1.000000000000000000e+00
4.145332875436407960e-09 5.069634931184400046e-10 1.000000000000000000e+00
3.727427333461828740e-09 4.482412899467117352e-10 1.000000000000000000e+00
4.155726855178426819e-09 5.085017099144751277e-10 1.000000000000000000e+00
4.129779845049191411e-09 5.046693982506415179e-10 1.000000000000000000e+00
1.019930072421325896e-09 1.683523895061717418e-10 2.000000000000000000e+00
9.907891871046552275e-10 1.648471389157840836e-10 2.000000000000000000e+00
3.765635679179389294e-09 4.533757689847876020e-10 1.000000000000000000e+00
3.991870503048725049e-09 4.847142335113491283e-10 1.000000000000000000e+00
1.025274411756058032e-09 1.689938632552180379e-10 2.000000000000000000e+00
1.019966854694694145e-09 1.483055896051235468e-10 3.000000000000000000e+00
9.571094982270856596e-10 1.607785605539583926e-10 2.000000000000000000e+00
1.113795066660820326e-09 1.793072110435979225e-10 2.000000000000000000e+00
3.614837567681979393e-09 4.333580279776509909e-10 1.000000000000000000e+00
1.088985198890002717e-09 1.766095002444200775e-10 2.000000000000000000e+00
1.116823191785995459e-09 1.796663399999107344e-10 2.000000000000000000e+00
3.857734983616912504e-09 4.659350994670489119e-10 1.000000000000000000e+00
3.986834817362542413e-09 4.839983252618897941e-10 1.000000000000000000e+00
1.347236553085384852e-09 1.819819697266046465e-10 3.000000000000000000e+00
1.027280207598650529e-09 1.692344420333549583e-10 2.000000000000000000e+00
9.229209683353231427e-10 1.566273281901730767e-10 2.000000000000000000e+00
1.252280792801907592e-09 1.722257074625087009e-10 3.000000000000000000e+00
5.131370264891087688e-10 1.041798515656519074e-10 2.000000000000000000e+00
4.213253524111591882e-09 5.170901234210616807e-10 1.000000000000000000e+00
1.143881627448181524e-09 1.828695718441667685e-10 2.000000000000000000e+00
1.168917746339026655e-09 1.858270150808620314e-10 2.000000000000000000e+00
1.229842205486190671e-09 1.699130986974871738e-10 3.000000000000000000e+00
1.069383769361650581e-09 1.742721107141135009e-10 2.000000000000000000e+00
4.022193268445950587e-09 4.890437076212706973e-10 1.000000000000000000e+00
9.263500354432328012e-10 1.570446309406897276e-10 2.000000000000000000e+00
3.809024433244602129e-09 4.592598398054944087e-10 1.000000000000000000e+00
4.282017279921177077e-09 5.275274503866025576e-10 1.000000000000000000e+00
4.037424339923651023e-09 4.912305382975012007e-10 1.000000000000000000e+00
1.164205416164616951e-09 1.852708877302850361e-10 2.000000000000000000e+00
6.753176124239468065e-10 1.257003940686227978e-10 2.000000000000000000e+00
4.187029765660109829e-09 5.131591777873675292e-10 1.000000000000000000e+00
1.197108563134374916e-09 1.665333753637052493e-10 3.000000000000000000e+00
1.068373714012242546e-09 1.741515613280014668e-10 2.000000000000000000e+00
1.074253492362590498e-09 1.540114337042833257e-10 3.000000000000000000e+00
4.229047697163346715e-09 5.194707031708249093e-10 1.000000000000000000e+00
4.202749013852608306e-09 5.155122704740109812e-10 1.000000000000000000e+00
3.862634966148091555e-09 4.666107368085054753e-10 1.000000000000000000e+00
1.031474610373821342e-09 1.697375069876030850e-10 2.000000000000000000e+00
1.310624587936866117e-09 1.782253481612593428e-10 3.000000000000000000e+00
7.168435182550376236e-10 1.310187298017293638e-10 2.000000000000000000e+00
1.050026081464046667e-09 1.719590701189131191e-10 2.000000000000000000e+00
9.772714607760659867e-10 1.632164499974119446e-10 2.000000000000000000e+00
7.331680659131506577e-10 1.330922766604290901e-10 2.000000000000000000e+00
3.732184852182505422e-09 4.488782444544942319e-10 1.000000000000000000e+00
9.005007580594782443e-10 1.538923939842819627e-10 2.000000000000000000e+00
3.780051070766696339e-09 4.553243104323158701e-10 1.000000000000000000e+00
5.856620173569007154e-10 1.139713097415518784e-10 2.000000000000000000e+00
1.316641059641693153e-09 1.788430678766550794e-10 3.000000000000000000e+00
3.961734197456648562e-09 4.804427972175530276e-10 1.000000000000000000e+00
9.795296326463420997e-10 1.634891831091695096e-10 2.000000000000000000e+00
3.857734983616912504e-09 4.659350994670489119e-10 1.000000000000000000e+00
1.142423067167143283e-09 1.826972650854227006e-10 2.000000000000000000e+00
7.785487536361914462e-10 1.388105437665240981e-10 2.000000000000000000e+00
7.433542451598168893e-10 1.343815522485430069e-10 2.000000000000000000e+00
4.062912356266494406e-09 4.949084515566013210e-10 1.000000000000000000e+00
9.088672414139573046e-10 1.549142697270534111e-10 2.000000000000000000e+00
1.430946751411839835e-09 1.905540610552289776e-10 3.000000000000000000e+00
3.877366412650616474e-09 4.686466196176138082e-10 1.000000000000000000e+00
4.150527339253077700e-09 5.077317158794709922e-10 1.000000000000000000e+00
6.407302613072948922e-10 1.212184870566663777e-10 2.000000000000000000e+00
1.075503240805539724e-09 1.750023642489299865e-10 2.000000000000000000e+00
1.129815139047466157e-09 1.595589048552984495e-10 3.000000000000000000e+00
7.320180022661086490e-10 1.329465196964777045e-10 2.000000000000000000e+00
3.991870503048725049e-09 4.847142335113491283e-10 1.000000000000000000e+00
4.098810832176200119e-09 5.001283059367096717e-10 1.000000000000000000e+00
1.064958363247888843e-09 1.530369990623514546e-10 3.000000000000000000e+00
1.292776672427971770e-09 1.763918810106675195e-10 3.000000000000000000e+00
4.027265138572783142e-09 4.897710030877089553e-10 1.000000000000000000e+00
3.966743936248095342e-09 4.811507170166962344e-10 1.000000000000000000e+00
1.197108563134374916e-09 1.665333753637052493e-10 3.000000000000000000e+00
3.976778997968952805e-09 4.825713257860396762e-10 1.000000000000000000e+00
3.847950781015380223e-09 4.645882838391368032e-10 1.000000000000000000e+00
1.235404972686739401e-09 1.704867184634038236e-10 3.000000000000000000e+00
4.093667148696972894e-09 4.993775004899038342e-10 1.000000000000000000e+00
1.292776672427971770e-09 1.763918810106675195e-10 3.000000000000000000e+00
3.732184852182505422e-09 4.488782444544942319e-10 1.000000000000000000e+00
1.181146654680403766e-09 1.648824562068917260e-10 3.000000000000000000e+00
3.799345537299485361e-09 4.579422621252362800e-10 1.000000000000000000e+00
1.055763803694952159e-09 1.520721133486324813e-10 3.000000000000000000e+00
1.252280792801907592e-09 1.722257074625087009e-10 3.000000000000000000e+00
1.097158788452785497e-09 1.773335383485412722e-10 2.000000000000000000e+00
1.116443203663777848e-09 1.796213414735182373e-10 2.000000000000000000e+00
1.240998864272409623e-09 1.710633457100188157e-10 3.000000000000000000e+00
1.138420836471514586e-09 1.822238395337909889e-10 2.000000000000000000e+00
1.038845414836509956e-09 1.706207915478267777e-10 2.000000000000000000e+00
4.088528568044991899e-09 4.986284076805889885e-10 1.000000000000000000e+00
9.932849555377957707e-10 1.651479843025836430e-10 2.000000000000000000e+00
